ASX Listed Companies (1 June 2018),,,,,,
Code,Company,Sector,Market Cap,Weight(%),,Total Index Market Cap
QIP,QANTM Intellectual,Industrials,"152,175,000",0.007,,
QMIX,SPDR MSCI World QMIX ETF Units FP,,"8,398,550",0.000,,
QMS,QMS Media Limited,Consumer Discretionary,"366,515,000",0.018,,
QOZ,Betasharesrafiaus ETF Units FP,,"265,307,000",0.013,,
QPON,Betaausbanksnrfrbetf ETF Units FP,,"253,400,000",0.012,,
QRE,Betashares ASX Res ETF Units FP,,"202,455,000",0.010,,
QSS,Questus Limited,Financials,"2,503,100",0.000,,
QST,QUEST Investments,Financials,"11,795,400",0.001,,
QTG,Q Technology Group Limited,Information Technology,"1,340,300",0.000,,
QTM,Quantum Energy,Consumer Discretionary,"18,331,200",0.001,,
QUAL,Vaneck WLD Xau QUAL ETF Units FP,,"365,170,000",0.018,,
QUB,QUBE Holdings Limited,Industrials,"3,755,670,000",0.182,,
QUE,Queste Communication,Telecommunication Services,"2,156,720",0.000,,
QUS,Betashares US 1000 ETF Units FP,,"40,521,300",0.002,,
QVE,QV Equities Limited,,"309,979,000",0.015,,
R3D,R3D Global Limited,Consumer Discretionary,"1,028,680",0.000,,
RAC,Race Oncology Limited,Health Care,"11,614,700",0.001,,
RAF,Raffles Capital Limited,Financials,"992,676",0.000,,
RAN,Range International,Materials,"10,399,300",0.001,,
RAP,Resapp Health Limited,Health Care,"92,265,500",0.004,,
RARI,Russaustrespinvetf ETF Units FP,,"72,719,100",0.004,,
RAW,Rawson Oil & Gas Limited,Energy,"4,608,220",0.000,,
RBD,Restaurant Brands NZ Foreign Exempt NZX,Consumer Discretionary,"890,131,000",0.043,,
RBL,Redbubble Limited,Information Technology,"314,910,000",0.015,,
RBO,Robo 3D Limited,Industrials,"7,274,000",0.000,,
RBR,RBR Group Limited,Materials,"5,136,290",0.000,,
RBX,Resource Base,Materials,"604,810",0.000,,
RCB,Russaustcorpbondetf ETF Units FP,,"160,482,000",0.008,,
RCE,Recce Pharmaceutical,Health Care,"16,975,100",0.001,,
RCL,Readcloud,Information Technology,"15,506,600",0.001,,
RCO,Royalco Resources,Materials,"13,969,300",0.001,,
RCP,Redbank Copper Limited,Materials,"3,275,210",0.000,,
RCR,RCR Tomlinson,Industrials,"567,178,000",0.027,,
RCT,Reef Casino Trust Units FP,Consumer Discretionary,"158,958,000",0.008,,
RCW,Rightcrowd,Information Technology,"27,200,000",0.001,,
RD1,Registry Direct,Information Technology,"1,358,520",0.000,,
RDF,Redflex Holdings,Information Technology,"70,074,300",0.003,,
RDG,Res DEV Group Limited,Materials,"10,733,900",0.001,,
RDH,Redhill Education,Consumer Discretionary,"87,088,800",0.004,,
RDM,Red Metal Limited,Materials,"24,182,600",0.001,,
RDN,Raiden Resources Limited,Materials,"5,022,320",0.000,,
RDS,Redstone Resources,Materials,"7,598,680",0.000,,
RDV,Russell High DIV ETF ETF Units FP,,"284,730,000",0.014,,
REA,REA Group,Information Technology,"11,302,400,000",0.548,,
RED,RED 5 Limited,Materials,"86,848,500",0.004,,
REF,Reverse Corp Limited,Telecommunication Services,"5,606,490",0.000,,
REG,Regis Healthcare Limited,Health Care,"1,114,980,000",0.054,,
REH,Reece Limited,Industrials,"6,668,180,000",0.323,,
REL,Raven Energy Limited,Energy,"19,382,400",0.001,,
RENT,Ampcap Global Prop Trading Managed Fund Units FP,,"14,277,800",0.001,,
RES,Resource Generation,Energy,"29,650,400",0.001,,
REV,Real Estate Investar,Information Technology,"2,098,850",0.000,,
REX,Regional Express,Industrials,"164,130,000",0.008,,
REY,REY Resources Limited,Energy,"46,749,000",0.002,,
REZ,Resourc & En Group Limited,Materials,"10,305,100",0.000,,
RFF,Rural Funds Group Stapled Securities FP,Real Estate,"544,493,000",0.026,,
RFG,Retail Food Group,Consumer Discretionary,"149,851,000",0.007,,
RFN,Reffind Limited,Information Technology,"7,217,000",0.000,,
RFT,Rectifier Technolog,Industrials,"30,054,300",0.001,,
RFX,Redflow Limited,Industrials,"74,796,300",0.004,,
RGB,Russaustgovtbondetf ETF Units FP,,"60,443,200",0.003,,
RGI,Roto-Gro Intl Limited,Industrials,"27,462,300",0.001,,
RGL,Riversgold,Materials,"4,779,290",0.000,,
RGP,Refresh Group,Consumer Staples,"7,340,060",0.000,,
RGS,Regeneus Limited,Health Care,"24,021,800",0.001,,
RHC,Ramsay Health Care,Health Care,"12,393,600,000",0.600,,
RHI,Red Hill Iron,Materials,"24,562,300",0.001,,
RHL,Ruralco Holdings,Consumer Discretionary,"321,673,000",0.016,,
RHP,Rhipe Limited,Information Technology,"141,991,000",0.007,,
RHS,RHS Limited,Health Care,"24,728,100",0.001,,
RHT,Resonance Health,Health Care,"9,659,940",0.000,,
RHY,RHYTHM Biosciences,Health Care,"9,450,000",0.000,,
RIC,Ridley Corporation,Consumer Staples,"440,178,000",0.021,,
RIE,Riedel Resources Limited,Materials,"30,519,100",0.001,,
RIM,Rimfire Pacific,Materials,"13,208,700",0.001,,
RINC,Beta LM Real Income Trading Managed Units FP,,"8,778,320",0.000,,
RIO,RIO Tinto Limited,Materials,"34,218,000,000",1.658,,
RKN,Reckon Limited,Information Technology,"120,093,000",0.006,,
RLC,Reedy Lagoon Corp,Materials,"4,176,930",0.000,,
RLE,Real Energy Corp,Energy,"24,769,900",0.001,,
RMD,Resmed Inc Cdi 10:1 Foreign Exempt NYSE,Health Care,"19,296,200,000",0.935,,
RMG,RMG Limited,Materials,"10,845,600",0.001,,
RMI,Resource Mining Corp,Materials,"2,073,870",0.000,,
RMP,Red Emperor Resource,Energy,"9,781,730",0.000,,
RMS,Ramelius Resources,Materials,"310,935,000",0.015,,
RMT,Rma Energy Limited,Materials,"2,100,240",0.000,,
RMX,Red Mount Min Limited,Materials,"6,102,330",0.000,,
RND,Rand Mining Limited,Materials,"165,408,000",0.008,,
RNE,Renu Energy Limited,Utilities,"11,541,900",0.001,,
RNL,Rision Limited,Information Technology,"4,147,640",0.000,,
RNO,Rhinomed Limited,Health Care,"14,120,600",0.001,,
RNT,Rent.com.Au Limited,Information Technology,"20,797,900",0.001,,
RNU,Renascor Res Limited,Energy,"22,383,300",0.001,,
RNX,Renegade Exploration,Materials,"9,264,150",0.000,,
RNY,RNY Property Trust Units FP,Real Estate,"2,370,720",0.000,,
ROBO,ETFs GLB ROBO ETF Units FP,,"80,910,000",0.004,,
ROG,Red Sky Energy,Energy,"1,826,180",0.000,,
ROO,Roots Sustainable Chess Depositary Interests 1:1,Industrials,"11,750,600",0.001,,
RPG,Raptis Group Limited,Real Estate,"4,444,040",0.000,,
RRL,Regis Resources,Materials,"2,390,920,000",0.116,,
RRP,Realm Resources Limited,Materials,"21,527,100",0.001,,
RRS,Range Resources Limited,Energy,"30,383,300",0.001,,
RSG,Resolute Mining,Materials,"919,432,000",0.045,,
RSH,Respiri Limited,Health Care,"66,273,700",0.003,,
RSM,Russausemigovbondetf ETF Units FP,,"61,292,100",0.003,,
RTE,Retech Technology Co. Limited Cdi 1:1,Consumer Discretionary,"110,760,000",0.005,,
RTG,RTG Mining Inc Chess Depositary Interests 1:1,Materials,"52,752,600",0.003,,
RTR,Rumble Res Limited,Materials,"22,673,200",0.001,,
RUB,Rubicor Group,Industrials,"7,544,910",0.000,,
RUL,Rpmglobal Holdings Limited,Information Technology,"140,351,000",0.007,,
RVA,Reva Medical Inc Cdi 10:1,Health Care,"245,413,000",0.012,,
RVR,Red River Resources,Materials,"139,631,000",0.007,,
RVY,Rift Valley Res,Materials,"13,745,600",0.001,,
RWC,Reliance Worldwide,Industrials,"3,018,750,000",0.146,,
RWD,Reward Minerals Limited,Materials,"25,794,500",0.001,,
RXH,Rewardle Holding Limited,Information Technology,"2,948,780",0.000,,
RXL,ROX Resources,Materials,"16,364,100",0.001,,
RXM,REX Minerals Limited,Materials,"36,385,800",0.002,,
RXP,RXP Services Limited,Information Technology,"86,992,500",0.004,,
RYD,Ryder Capital Limited,,"46,196,100",0.002,,
S2R,S2 Resources,Materials,"30,989,400",0.002,,
S32,SOUTH32 Limited,Materials,"19,115,600,000",0.926,,
S3R,Serpentine Tech Limited,Information Technology,"2,888,380",0.000,,
S66,Star Combo,Consumer Staples,"103,442,000",0.005,,
SAM,SIV Asset MGMT Limited,Financials,"937,489",0.000,,
SAN,Sagalio Energy Limited,Materials,"1,227,960",0.000,,
SAR,Saracen Mineral,Materials,"1,766,550,000",0.086,,
SAS,Sky and Space Global,Telecommunication Services,"72,241,700",0.003,,
SAU,Southern Gold,Materials,"13,024,900",0.001,,
SAY,STH American Cor Limited,Materials,"1,832,990",0.000,,
SBB,Sunbridge Group Limited,Consumer Discretionary,"5,660,860",0.000,,
SBI,Sterling Plantations,Consumer Staples,"975,000",0.000,,
SBM,ST Barbara Limited,Materials,"2,469,070,000",0.120,,
SBR,Sabre Resources,Materials,"5,540,100",0.000,,
SBU,Siburan Res Limited,Materials,"2,093,500",0.000,,
SCG,Scentre Group Stapled Securities,Real Estate,"22,255,600,000",1.078,,
SCI,Silver City Minerals,Materials,"9,087,270",0.000,,
SCL,Schrole Group Limited,Information Technology,"4,724,950",0.000,,
SCO,Scott Pac Group Limited,Financials,"459,332,000",0.022,,
SCP,Sca Property Group Units FP Stapled Securities,Real Estate,"1,842,920,000",0.089,,
SCT,Scout Security Limited,Consumer Discretionary,"16,808,900",0.001,,
SCU,Stemcell United Limited,Health Care,"10,780,200",0.001,,
SDA,Speedcast Int Limited,Telecommunication Services,"1,438,610,000",0.070,,
SDF,Steadfast Group Limited,Financials,"2,220,500,000",0.108,,
SDG,Sunland Group Limited,Real Estate,"276,335,000",0.013,,
SDI,SDI Limited,Health Care,"61,810,100",0.003,,
SDL,Sundance Resources,Materials,"32,283,400",0.002,,
SDV,Scidev Limited,Materials,"2,968,910",0.000,,
SDX,Sienna Cancer,Health Care,"12,778,500",0.001,,
SE1,Sensera Limited,Information Technology,"20,468,600",0.001,,
SEA,Sundance Energy,Energy,"473,871,000",0.023,,
SEC,Spheria Emerging Co,,"128,695,000",0.006,,
SEH,Sino Gas Energy,Energy,"497,931,000",0.024,,
SEI,Speciality Metalint,Materials,"10,466,700",0.001,,
SEK,Seek Limited,Industrials,"7,083,250,000",0.343,,
SEN,Senetas Corporation,Information Technology,"113,538,000",0.006,,
SEQ,Sequoia Fin Group Limited,Financials,"28,785,500",0.001,,
SER,Strategic Energy,Materials,"4,200,000",0.000,,
SES,Secos Group Limited,Materials,"19,506,400",0.001,,
SFC,Schaffer Corp. Limited,Consumer Discretionary,"181,710,000",0.009,,
SFG,Seafarms Group Limited,Consumer Staples,"117,618,000",0.006,,
SFH,Specialty Fashion,Consumer Discretionary,"135,526,000",0.007,,
SFI,Spookfish Limited,Information Technology,"54,948,900",0.003,,
SFL,Spring FG Limited,Financials,"12,262,800",0.001,,
SFM,Santa Fe Minerals,Materials,"18,607,900",0.001,,
SFR,Sandfire Resources,Materials,"1,374,650,000",0.067,,
SFX,Sheffield Res Limited,Materials,"191,207,000",0.009,,
SFY,SPDR 50 Fund ETF Units FP,,"501,471,000",0.024,,
SGC,Sacgasco Limited,Energy,"9,718,530",0.000,,
SGF,SG Fleet Group Limited,Industrials,"931,636,000",0.045,,
SGH,Slater & Gordon,Consumer Discretionary,"201,629,000",0.010,,
SGM,Sims Metal MGMT Limited,Materials,"3,232,020,000",0.157,,
SGO,Stream Group Limited,Information Technology,"7,530,320",0.000,,
SGP,Stockland Units/ Stapled Securities,Real Estate,"10,103,000,000",0.489,,
SGQ,ST George Min Limited,Materials,"33,453,700",0.002,,
SGR,The Star Ent Group,Consumer Discretionary,"4,549,920,000",0.220,,
SGU,Success Global Media,Consumer Discretionary,"5,708,420",0.000,,
SHH,Shree Minerals Limited,Materials,"4,265,530",0.000,,
SHJ,Shine Corporate,Consumer Discretionary,"173,162,000",0.008,,
SHK,Stone Resources Aus,Materials,"3,211,510",0.000,,
SHL,Sonic Healthcare,Health Care,"10,003,300,000",0.485,,
SHM,Shriro Holdings Limited,Consumer Discretionary,"108,875,000",0.005,,
SHO,Sportshero Limited,Information Technology,"15,558,400",0.001,,
SHU,Shenhua Limited,Consumer Discretionary,"17,620,000",0.001,,
SHV,Select Harvests,Consumer Staples,"661,823,000",0.032,,
SI6,SIX Sigma Metals Limited,Materials,"5,032,540",0.000,,
SIE,Scigen Limited Chess Depositary Interests 1:1,Health Care,"2,664,430",0.000,,
SIG,Sigma Health Limited,Health Care,"831,700,000",0.040,,
SIH,Sihayo Gold Limited,Materials,"31,522,500",0.002,,
SIL,Smiles Inclusive,Health Care,"39,830,300",0.002,,
SIO,Simonds Group Limited,Consumer Discretionary,"45,310,100",0.002,,
SIQ,Smartgrp Corporation,Industrials,"1,482,310,000",0.072,,
SIS,Simble Solutions,Information Technology,"11,833,000",0.001,,
SIT,Site Group Int Limited,Consumer Discretionary,"16,498,500",0.001,,
SIV,Silver Chef Limited,Industrials,"167,103,000",0.008,,
SIX,Sprintex Limited,Consumer Discretionary,"10,000,000",0.000,,
SKC,Skycity Ent Group Limited Foreign Exempt NZX,Consumer Discretionary,"2,382,540,000",0.115,,
SKF,SKYFII Limited,Information Technology,"39,559,800",0.002,,
SKI,Spark Infrastructure Stapled $0.65 Loan Note and Unit US Prohib,Utilities,"3,700,420,000",0.179,,
SKN,Skin Elements Limited,Consumer Staples,"2,210,810",0.000,,
SKP,Skyland Pet Group Chess Depositary Interests 1:1,Energy,"18,666,700",0.001,,
SKS,Stokes Limited,Industrials,"9,259,190",0.000,,
SKT,Sky Network,Consumer Discretionary,"824,976,000",0.040,,
SL1,SYMBOL Mining Limited,Materials,"10,792,100",0.001,,
SLC,Superloop Limited,Telecommunication Services,"536,943,000",0.026,,
SLF,SPDR S&P/ASX Prop Fu ETF Units FP,,"578,151,000",0.028,,
SLK,Sealink Travel Group,Consumer Discretionary,"434,963,000",0.021,,
SLM,Salmat Limited,Industrials,"133,774,000",0.006,,
SLR,Silver Lake Resource,Materials,"302,368,000",0.015,,
SLX,SILEX Systems,Information Technology,"43,469,200",0.002,,
SM1,Synlait Milk Limited Foreign Exempt NZX,Consumer Staples,"1,872,880,000",0.091,,
SM8,Smart Marine Systems,Information Technology,"3,195,180",0.000,,
SMA,Smarttrans Holdings,Information Technology,"26,219,600",0.001,,
SMC,Strategic Minerals,Materials,"28,180,200",0.001,,
SMD,Syndicated Metals,Materials,"4,448,450",0.000,,
SMG,Soon Mining,Materials,"49,049,100",0.002,,
SMI,Santana Minerals Limited,Materials,"3,159,820",0.000,,
SMIR,Santana Minerals Limited Rights - Applications Close 08-Jun-2018,,"189,589",0.000,,
SMLL,Betasmallcompanies Trading Managed Units FP,,"21,403,200",0.001,,
SMM,Summit Resources,Energy,"39,236,700",0.002,,
SMN,Structural Monitor Chess Depositary Interests 1:1,Information Technology,"111,065,000",0.005,,
SMP,Smartpay Holdings Foreign Exempt NZX,Telecommunication Services,"29,197,900",0.001,,
SMR,Stanmore Coal Limited,Energy,"173,743,000",0.008,,
SNC,Sandon Capital Limited,,"46,740,200",0.002,,
SND,Saunders Intl Limited,Industrials,"45,202,300",0.002,,
SNL,Supply Network,Consumer Discretionary,"158,970,000",0.008,,
SNS,Sensen Networks Limited,Information Technology,"29,322,100",0.001,,
SNV,Sinovus Mining Limited,Materials,"643,915",0.000,,
SNZ,Summerset Group Holdings Foreign Exempt NZX,Health Care,"1,476,790,000",0.072,,
SO4,Salt Lake Potash Limited,Materials,"95,402,000",0.005,,
SOL,Soul Pattinson (W.H),Energy,"4,627,510,000",0.224,,
SOM,Somnomed Limited,Health Care,"149,294,000",0.007,,
SOP,Synertec Corporation,Industrials,"10,593,700",0.001,,
SOR,Strategic Elements,Financials,"9,224,360",0.000,,
SP3,Specturltd,Information Technology,"14,508,200",0.001,,
SPB,South Pacific Res,Energy,"2,151,700",0.000,,
SPI,Spitfire Mat Limited,Materials,"47,126,500",0.002,,
SPK,Spark New Zealand Foreign Exempt NZX,Telecommunication Services,"6,185,270,000",0.300,,
SPL,Starpharma Holdings,Health Care,"437,243,000",0.021,,
SPO,Spotless Group HLD Limited,Industrials,"1,223,490,000",0.059,,
SPQ,Superior Resources,Materials,"8,944,570",0.000,,
SPX,Spectrum Rare EARTHS,Materials,"5,965,160",0.000,,
SPY,SPDR S&P 500 ETF Chess Depositary Interests 1:1 SPDRS&P500,,"20,317,800",0.001,,
SPZ,Smart Parking Limited,Information Technology,"82,619,500",0.004,,
SRF,Surfstitch Group Limited,Consumer Discretionary,"18,962,000",0.001,,
SRG,SRG Limited,Industrials,"158,175,000",0.008,,
SRH,Saferoads Holdings,Information Technology,"6,916,000",0.000,,
SRI,Sipa Resources Limited,Materials,"12,062,800",0.001,,
SRK,Strike Resources,Materials,"8,429,390",0.000,,
SRN,Surefire Rescs NL,Materials,"5,464,600",0.000,,
SRO,Shareroot Limited,Information Technology,"4,926,800",0.000,,
SRR,Shaw River Manganese,Materials,"8,144,840",0.000,,
SRS,Spicers Limited,Industrials,"76,106,900",0.004,,
SRV,Servcorp Limited,Real Estate,"433,102,000",0.021,,
SRX,Sirtex Medical,Health Care,"1,639,730,000",0.079,,
SRY,Story-I Limited,Consumer Discretionary,"7,927,640",0.000,,
SRZ,Stellar Resources,Materials,"6,455,130",0.000,,
SSG,Shaver Shop Group Limited,Consumer Discretionary,"60,461,600",0.003,,
SSL,Sietel Limited,Real Estate,"52,048,600",0.003,,
SSLPA,Sietel Limited 5.0% Cumulative Preference,Financials,"75,000",0.000,,
SSM,Service Stream,Industrials,"576,913,000",0.028,,
SSN,Samson Oil & Gas Limited,Energy,"3,283,000",0.000,,
SSO,SPDR Small Ords ETF Units FP,,"19,822,800",0.001,,
SST,Steamships Trading 50 Toea,Industrials,"558,458,000",0.027,,
ST1,Spirit Telecom Limited,Telecommunication Services,"60,939,900",0.003,,
STA,Strandline Res Limited,Materials,"37,285,400",0.002,,
STC,Sinetech Limited,Information Technology,"6,352,350",0.000,,
STL,Stargroup Limited,Information Technology,"13,820,700",0.001,,
STM,Sunstone Metals Limited,Materials,"41,101,300",0.002,,
STN,Saturn Metals,Materials,"6,660,000",0.000,,
STO,Santos Limited,Energy,"12,205,900,000",0.591,,
STW,SPDR 200 Fund ETF Units FP,,"3,665,970,000",0.178,,
STX,Strike Energy Limited,Energy,"81,003,400",0.004,,
SUD,Suda Pharmaceuticals,Health Care,"14,689,700",0.001,,
SUH,Southern Hem Min,Materials,"5,108,170",0.000,,
SUL,Super Ret Rep Limited,Consumer Discretionary,"1,674,570,000",0.081,,
SUM,Sumatra Copper&Gold Chess Depositary Interests 1:1,Materials,"72,128,300",0.003,,
SUN,Suncorp Group Limited,Financials,"17,438,900,000",0.845,,
SUP,Superior Lake Res,Materials,"25,290,800",0.001,,
SUR,Sun Resources NL,Energy,"3,025,730",0.000,,
SVA,Simavita Limited Chess Depositary Interests 1:1,Health Care,"4,648,490",0.000,,
SVH,Silver Heritage Group,Consumer Discretionary,"28,924,200",0.001,,
SVL,Silver Mines Limited,Materials,"26,665,600",0.001,,
SVM,Sovereign Metals,Materials,"29,074,100",0.001,,
SVS,Sunvest Corporation,,"3,465,320",0.000,,
SVT,Servtech Global Limited,Information Technology,"1,373,400",0.000,,
SVW,Seven Group Holdings,Industrials,"6,253,750,000",0.303,,
SVY,Stavely Minerals Limited,Materials,"44,093,200",0.002,,
SW1,Swift Networks Group,Information Technology,"33,205,200",0.002,,
SWF,Selfwealth,Financials,"14,779,700",0.001,,
SWJ,Stonewall Res Limited,Materials,"29,647,700",0.001,,
SWK,Swick Mining,Materials,"50,919,200",0.002,,
SWM,Seven West Media Limited,Consumer Discretionary,"1,236,590,000",0.060,,
SWTZ,Switzrdividendgrowth Trading Managed Fund Units FP,,"78,342,800",0.004,,
SXA,Strata-X Energy Limited Chess Depositary Interests 1:1,Energy,"2,257,150",0.000,,
SXE,STH CRS Elect ENGNR,Industrials,"157,345,000",0.008,,
SXL,STHN Cross Media,Consumer Discretionary,"995,873,000",0.048,,
SXX,Southern Cross Expl,Materials,"9,695,190",0.000,,
SXY,SENEX Energy Limited,Energy,"586,145,000",0.028,,
SYA,Sayona Mining Limited,Materials,"81,266,200",0.004,,
SYD,SYD Airport FP Stapled Securities US Prohibited,Industrials,"16,403,400,000",0.795,,
SYI,Spdrmsciauselecthdy ETF Units FP,,"183,092,000",0.009,,
SYR,Syrah Resources,Materials,"936,918,000",0.045,,
SYS,SYNGAS Limited,Energy,"1,744,320",0.000,,
SYT,Syntonic Limited,Information Technology,"20,819,600",0.001,,
T3D,333D Limited,Industrials,"1,962,450",0.000,,
TAG,TAG Pacific Limited,Financials,"7,459,690",0.000,,
TAH,Tabcorp Holdings Limited,Consumer Discretionary,"8,796,690,000",0.426,,
TAM,Tanami Gold NL,Materials,"44,653,700",0.002,,
TAO,TAO Commodities,Materials,"4,750,000",0.000,,
TAP,TAP Oil Limited,Energy,"31,947,600",0.002,,
TAR,Taruga Gold Limited,Materials,"24,111,600",0.001,,
TAS,Tasman Resources Limited,Materials,"25,380,500",0.001,,
TAU,Trustees Aust Limited,Consumer Discretionary,"12,903,800",0.001,,
TAW,Tawana Resources NL,Materials,"242,725,000",0.012,,
TB8,Tianmei BG Corp Limited,Consumer Staples,"15,600,000",0.001,,
TBH,Topbetta Hlding Limited,Consumer Discretionary,"21,866,800",0.001,,
TBR,Tribune Res Limited,Materials,"325,020,000",0.016,,
TCL,Transurban Group Ordinary Shares/Units FP Triple Stapled,Industrials,"26,407,500,000",1.279,,
TCN,Techniche Limited,Financials,"8,209,780",0.000,,
TCO,Transmetro Corp. Limited,Consumer Discretionary,"14,453,400",0.001,,
TDL,TBG Diagnostics Limited,Health Care,"13,272,800",0.001,,
TDO,3D Oil Limited,Energy,"15,439,000",0.001,,
TECH,Etfsglobaltech ETF Units FP,,"48,891,800",0.002,,
TEG,Triangle Energy Limited,Energy,"19,848,500",0.001,,
TEK,Thorney Tech Limited,Energy,"70,776,400",0.003,,
TER,Terracom Limited,Energy,"139,522,000",0.007,,
TEX,Target Energy,Energy,"2,578,010",0.000,,
TFG,Total Face Group Limited,Consumer Discretionary,"13,867,200",0.001,,
TFL,Tasfoods Limited,Consumer Staples,"30,989,900",0.002,,
TGA,Thorn Group Limited,Consumer Discretionary,"97,557,000",0.005,,
TGG,Templeton Global,Financials,"311,110,000",0.015,,
TGH,Tegel Group Holdings Foreign Exempt NZX,Consumer Staples,"380,820,000",0.018,,
TGN,Tungsten Min NL,Materials,"417,818,000",0.020,,
TGO,Trimantium Growthops,Information Technology,"122,381,000",0.006,,
TGP,360 Capital Group Stapled Securities FP,Real Estate,"234,240,000",0.011,,
TGR,Tassal Group Limited,Consumer Staples,"717,025,000",0.035,,
TGS,Tiger Resources,Materials,"101,519,000",0.005,,
THC,The Hydropo Co Limited,Health Care,"49,546,300",0.002,,
THD,Thred Limited,Information Technology,"6,219,540",0.000,,
THR,Thor Mining Plc Chess Depositary Interests 1:1,Materials,"5,658,720",0.000,,
THX,Thundelarra Limited,Materials,"13,337,000",0.001,,
TIA,Tian An Aust Limited,Real Estate,"58,461,000",0.003,,
TIE,Tietto Minerals,Materials,"14,455,900",0.001,,
TIG,Tigers Realm Coal,Materials,"80,625,100",0.004,,
TIN,TNT Mines Limited,Materials,"6,331,320",0.000,,
TKF,Tikforce Limited,Information Technology,"1,163,200",0.000,,
TKL,Traka Resources,Materials,"16,897,400",0.001,,
TKM,Trek Metals Limited Chess Depositary Interest,Materials,"6,780,280",0.000,,
TLG,Talga Resources,Materials,"167,043,000",0.008,,
TLM,Talisman Mining,Materials,"44,568,000",0.002,,
TLS,Telstra Corporation,Telecommunication Services,"33,301,200,000",1.613,,
TLT,Tilt Renewables Limited Foreign Exempt NZX,Utilities,"547,703,000",0.027,,
TLX,TELIX Pharmaceutical,Health Care,"89,731,500",0.004,,
TME,Trade Me Group Foreign Exempt NZX,Consumer Discretionary,"1,766,990,000",0.086,,
TMK,Tamaska Oil Gas Limited,Energy,"5,880,000",0.000,,
TML,Timah Resources Limited,Utilities,"4,674,070",0.000,,
TMP,Tech Mpire Limited,Consumer Discretionary,"4,351,090",0.000,,
TMT,Technology Metals,Materials,"13,448,000",0.001,,
TMX,Terrain Minerals,Materials,"3,862,390",0.000,,
TMZ,Thomson Res Limited,Materials,"4,252,850",0.000,,
TNE,Technology One,Information Technology,"1,356,820,000",0.066,,
TNG,TNG Limited,Materials,"112,256,000",0.005,,
TNK,Think Childcare Limited,Consumer Discretionary,"78,980,600",0.004,,
TNO,Tando Resources,Materials,"36,439,900",0.002,,
TNP,Triple Energy Limited,Energy,"2,591,860",0.000,,
TNR,Torian Resources Limited,Materials,"9,653,910",0.000,,
TNT,Tesserent Limited,Information Technology,"7,823,550",0.000,,
TNY,Tinybeans Group Limited,Information Technology,"7,195,350",0.000,,
TOE,Toro Energy Limited,Energy,"56,226,000",0.003,,
TOM,Tomizone Limited,Information Technology,"4,483,750",0.000,,
TON,Triton Min Limited,Materials,"60,086,700",0.003,,
TOP,Thorney Opp Limited,,"142,533,000",0.007,,
TOT,360 Capital Total Re Stapled Securities,,"79,682,900",0.004,,
TOU,Tlou Energy Limited,Energy,"46,126,000",0.002,,
TOX,TOX Free Solutions,Industrials,"669,338,000",0.032,,
TPC,TPC Consolidated Limited,Telecommunication Services,"11,235,600",0.001,,
TPD,Talon Petroleum Limited,Energy,"4,080,490",0.000,,
TPE,Tpi Enterprises,Health Care,"115,142,000",0.006,,
TPM,TPG Telecom Limited,Telecommunication Services,"5,167,910,000",0.250,,
TPO,Tian Poh Resources,Materials,"34,786,200",0.002,,
TPP,Tempo Australia,Industrials,"46,956,900",0.002,,
TPS,Threat Protect Limited,,"20,093,700",0.001,,
TPW,Temple & Webster Limited,Consumer Discretionary,"79,880,700",0.004,,
TRA,Turners Automotive Foreign Exempt NZX,Financials,"254,408,000",0.012,,
TRL,Tanga Resources Limited,Materials,"5,239,720",0.000,,
TRM,Truscott Mining Corp,Materials,"2,316,910",0.000,,
TRS,The Reject Shop,Consumer Discretionary,"191,050,000",0.009,,
TRT,Todd River Res Limited,Materials,"4,672,110",0.000,,
TRY,Troy Resources Limited,Materials,"68,931,500",0.003,,
TSL,Titanium Sands Limited,Materials,"1,048,080",0.000,,
TSN,Transaction Limited,Information Technology,"13,045,200",0.001,,
TTA,TTA Holdings Limited,Consumer Discretionary,"3,023,320",0.000,,
TTC,Traditional Therapy,Health Care,"15,903,900",0.001,,
TTI,Traffic Technologies,Industrials,"17,842,300",0.001,,
TTL,Transcendence,Financials,"3,648,130",0.000,,
TTM,Titan Minerals,Materials,"56,061,500",0.003,,
TTT,Titomic Limited,Materials,"183,792,000",0.009,,
TTW,Toptung Limited,Materials,"7,049,390",0.000,,
TV2,TV2U Inter Limited,Information Technology,"31,142,100",0.002,,
TWD,Tamawood Limited,Consumer Discretionary,"101,907,000",0.005,,
TWE,Treasury Wine Estate,Consumer Staples,"11,915,400,000",0.577,,
TWR,Tower Limited Foreign Exempt NZX,Financials,"231,067,000",0.011,,
TYK,Tychean Resources,Materials,"2,885,780",0.000,,
TYX,Tyranna Res Limited,Materials,"14,270,500",0.001,,
TZL,TZ Limited,Information Technology,"14,817,200",0.001,,
TZN,Terramin Australia,Materials,"243,032,000",0.012,,
UBA,Ubs IQ MSCI Aust ETF ETF Units FP,,"203,923,000",0.010,,
UBE,Ubs IQ MSCI Europe ETF Units FP,,"11,221,500",0.001,,
UBI,Universal Biosensors Chess Depositary Interests 1:1,Health Care,"41,415,200",0.002,,
UBJ,Ubs IQ MSCI Japan ETF Units FP,,"4,696,150",0.000,,
UBN,Urbanise.com Limited,Information Technology,"14,332,500",0.001,,
UBP,Ubs IQ MSCI Asia ETF Units FP,,"9,220,980",0.000,,
